"","feature","frequency","rank","docfreq","group"
"4896","traduire",3,4153,3,"all"
"4897","déployés",3,4153,3,"all"
"4898","fournies",3,4153,3,"all"
"4899","carrefours",3,4153,1,"all"
"4900","giratoires",3,4153,1,"all"
"4901","tanks",3,4153,1,"all"
"4902","exige",3,4153,3,"all"
"4903","côtés",3,4153,3,"all"
"4904","l'assiette",3,4153,1,"all"
"4905","variés",3,4153,3,"all"
"4906","nuancé",3,4153,3,"all"
"4907","pharmacie",3,4153,2,"all"
"4908","l'espoir",3,4153,2,"all"
"4909","gisements",3,4153,1,"all"
"4910","marshall",3,4153,3,"all"
"4911","l'adéquation",3,4153,3,"all"
"4912","noir",3,4153,1,"all"
"4913","hostiles",3,4153,3,"all"
"4914","banlieues",3,4153,1,"all"
"4915","populaires",3,4153,2,"all"
"4916","émet",3,4153,3,"all"
"4917","antagonistes",3,4153,3,"all"
"4918","subventionnement",3,4153,1,"all"
"4919","cohabitent",3,4153,3,"all"
"4920","similaire",3,4153,3,"all"
"4921","conclu",3,4153,2,"all"
"4922","s'applique",3,4153,3,"all"
"4923","maastricht",3,4153,3,"all"
"4924","protocole",3,4153,3,"all"
"4925","apporté",3,4153,3,"all"
"4926","encourager",3,4153,3,"all"
"4927","gouvemement",3,4153,2,"all"
"4928","l'hétérogénéité",3,4153,3,"all"
"4929","prévaut",3,4153,3,"all"
"4930","lancement",3,4153,3,"all"
"4931","qu'aucun",3,4153,3,"all"
"4932","promesse",3,4153,3,"all"
"4933","publications",3,4153,3,"all"
"4934","réserves",3,4153,3,"all"
"4935","emballages",3,4153,1,"all"
"4936","d'interaction",3,4153,3,"all"
"4937","extérieur",3,4153,3,"all"
"4938","rationaliser",3,4153,3,"all"
"4939","d'influencer",3,4153,3,"all"
"4940","sous-jacentes",3,4153,3,"all"
"4941","infra-nationales",3,4153,2,"all"
"4942","politisée",3,4153,2,"all"
"4943","inhérente",3,4153,3,"all"
"4944","guide",3,4153,2,"all"
"4945","perçoivent",3,4153,3,"all"
"4946","amener",3,4153,3,"all"
"4947","l'exploration",3,4153,3,"all"
"4948","néo-libéralisme",3,4153,2,"all"
"4949","travaillant",3,4153,3,"all"
"4950","s'accompagner",3,4153,3,"all"
"4951","l'acceptation",3,4153,3,"all"
"4952","appropriés",3,4153,3,"all"
"4953","mobilisées",3,4153,3,"all"
"4954","déployer",3,4153,3,"all"
"4955","prévalence",3,4153,3,"all"
"4956","dérives",3,4153,3,"all"
"4957","induisent",3,4153,3,"all"
"4958","masquer",3,4153,3,"all"
"4959","innovant",3,4153,3,"all"
"4960","allemand",3,4153,2,"all"
"4961","mutuels",3,4153,3,"all"
"4962","téléphonique",3,4153,1,"all"
"4963","généralisé",3,4153,3,"all"
"4964","médias",3,4153,2,"all"
"4965","transporteurs",3,4153,2,"all"
"4966","rendez-vous",3,4153,3,"all"
"4967","spécial",3,4153,3,"all"
"4968","terrains",3,4153,3,"all"
"4969","site",3,4153,2,"all"
"4970","obtenue",3,4153,3,"all"
"4971","pérennisation",3,4153,3,"all"
"4972","somme",3,4153,3,"all"
"4973","instrumentation",3,4153,3,"all"
"4974","complémentarités",3,4153,1,"all"
"4975","risquée",3,4153,3,"all"
"4976","orientent",3,4153,3,"all"
"4977","émanant",3,4153,3,"all"
"4978","formulée",3,4153,3,"all"
"4979","d'appels",3,4153,3,"all"
"4980","formulé",3,4153,3,"all"
"4981","tournant",3,4153,3,"all"
"4982","consumériste",3,4153,3,"all"
"4983","solidité",3,4153,2,"all"
"4984","lille",3,4153,2,"all"
"4985","concerné",3,4153,3,"all"
"4986","décentralisées",3,4153,3,"all"
"4987","soutenabilité",3,4153,3,"all"
"4988","précaution",3,4153,3,"all"
"4989","panoplie",3,4153,3,"all"
"4990","l'appréhension",3,4153,3,"all"
"4991","imposée",3,4153,3,"all"
"4992","tellement",3,4153,2,"all"
"4993","encourus",3,4153,3,"all"
"4994","accumulée",3,4153,3,"all"
"4995","d'optimiser",3,4153,3,"all"
"4996","réinventer",3,4153,3,"all"
"4997","based",3,4153,3,"all"
"4998","inspections",3,4153,1,"all"
"4999","d'éducation",3,4153,2,"all"
"5000","comparés",3,4153,3,"all"
"5001","monographique",3,4153,3,"all"
"5002","élections",3,4153,3,"all"
"5003","rassemble",3,4153,3,"all"
"5004","vocables",3,4153,3,"all"
"5005","d'échelle",3,4153,3,"all"
"5006","recueil",3,4153,3,"all"
"5007","majoritairement",3,4153,3,"all"
"5008","découler",3,4153,3,"all"
"5009","d'encadrement",3,4153,3,"all"
"5010","directeur",3,4153,2,"all"
"5011","imputable",3,4153,3,"all"
"5012","sanctions",3,4153,3,"all"
"5013","attiré",3,4153,3,"all"
"5014","chu",3,4153,3,"all"
"5015","n'aurait",3,4153,3,"all"
"5016","ex",3,4153,2,"all"
"5017","néerlandais",3,4153,1,"all"
"5018","singularité",3,4153,3,"all"
"5019","chapitres",3,4153,2,"all"
"5020","imposé",3,4153,3,"all"
"5021","tarif",3,4153,3,"all"
"5022","cristallise",3,4153,3,"all"
"5023","créativité",3,4153,3,"all"
"5024","l'ordonnance",3,4153,3,"all"
"5025","regrouper",3,4153,2,"all"
"5026","éloignés",3,4153,3,"all"
"5027","foucault",3,4153,3,"all"
"5028","d'appel",3,4153,2,"all"
"5029","l'intermédiation",3,4153,1,"all"
"5030","d'emblée",3,4153,3,"all"
"5031","nabuco",3,4153,1,"all"
"5032","concrétisation",3,4153,1,"all"
"5033","illustrer",3,4153,3,"all"
"5034","disent",3,4153,3,"all"
"5035","territorialisé",3,4153,3,"all"
"5036","chercheur",3,4153,3,"all"
"5037","reprenant",3,4153,3,"all"
"5038","affaiblissement",3,4153,3,"all"
"5039","immédiatement",3,4153,3,"all"
"5040","faciles",3,4153,3,"all"
"5041","quantifier",3,4153,2,"all"
"5042","chiffre",3,4153,3,"all"
"5043","ingénierie",3,4153,2,"all"
"5044","implicites",3,4153,3,"all"
"5045","opérant",3,4153,3,"all"
"5046","cognitif",3,4153,3,"all"
"5047","colloque",3,4153,3,"all"
"5048","répondu",3,4153,3,"all"
"5049","engouement",3,4153,3,"all"
"5050","reconnaître",3,4153,3,"all"
"5051","rejoint",3,4153,2,"all"
"5052","révélé",3,4153,3,"all"
"5053","reprise",3,4153,3,"all"
"5054","weberien",3,4153,1,"all"
"5055","au-",3,4153,3,"all"
"5056","managéhales",3,4153,3,"all"
"5057","d'instances",3,4153,3,"all"
"5058","d'appropriation",3,4153,3,"all"
"5059","sous-traitance",3,4153,3,"all"
"5060","culpabilité",3,4153,1,"all"
"5061","exigeant",3,4153,3,"all"
"5062","positionner",3,4153,3,"all"
"5063","détente",3,4153,3,"all"
"5064","jurisprudence",3,4153,3,"all"
"5065","assure",3,4153,3,"all"
"5066","firmes",3,4153,3,"all"
"5067","choisir",3,4153,3,"all"
"5068","l'incinération",3,4153,2,"all"
"5069","1998",3,4153,3,"all"
"5070","oap",3,4153,1,"all"
"5071","l'extemalisation",3,4153,1,"all"
"5072","l'opacité",3,4153,2,"all"
"5073","passif",3,4153,3,"all"
"5074","financées",3,4153,3,"all"
"5075","bouleversé",3,4153,2,"all"
"5076","l'abandon",3,4153,3,"all"
"5077","redéfinit",3,4153,3,"all"
"5078","scènes",3,4153,2,"all"
"5079","l'observateur",3,4153,3,"all"
"5080","irc",3,4153,1,"all"
"5081","aai",3,4153,1,"all"
"5082","indéniable",3,4153,3,"all"
"5083","d'intégrer",3,4153,3,"all"
"5084","exprimés",3,4153,3,"all"
"5085","logistique",3,4153,2,"all"
"5086","s'agit-il",3,4153,3,"all"
"5087","macro",3,4153,3,"all"
"5088","suscitées",3,4153,3,"all"
"5089","incrémentaux",3,4153,3,"all"
"5090","spectre",3,4153,3,"all"
"5091","incontestable",3,4153,3,"all"
"5092","tentera",3,4153,3,"all"
"5093","dépollution",3,4153,1,"all"
"5094","accompagnent",3,4153,3,"all"
"5095","formaliser",3,4153,3,"all"
"5096","d'inspection",3,4153,2,"all"
"5097","indépendamment",3,4153,3,"all"
"5098","formalisme",3,4153,2,"all"
"5099","cloisonnement",3,4153,3,"all"
"5100","voisines",3,4153,3,"all"
"5101","spécialisée",3,4153,2,"all"
"5102","forums",3,4153,2,"all"
"5103","inhérents",3,4153,3,"all"
"5104","représentative",3,4153,3,"all"
"5105","aliments",3,4153,1,"all"
"5106","prétention",3,4153,3,"all"
"5107","légitimes",3,4153,3,"all"
"5108","inter",3,4153,3,"all"
"5109","caractérisation",3,4153,3,"all"
"5110","cinéma",3,4153,1,"all"
"5111","volume",3,4153,3,"all"
"5112","accepté",3,4153,3,"all"
"5113","transnationaux",3,4153,2,"all"
"5114","revues",3,4153,2,"all"
"5115","d'émission",3,4153,1,"all"
"5116","discuté",3,4153,3,"all"
"5117","potable",3,4153,3,"all"
"5118","d'assainissement",3,4153,3,"all"
"5119","utilisée",3,4153,3,"all"
"5120","réclamant",3,4153,3,"all"
"5121","anti-tabac",3,4153,1,"all"
"5122","facilitant",3,4153,3,"all"
"5123","préalablement",3,4153,3,"all"
"5124","micro",3,4153,3,"all"
"5125","mesurés",3,4153,2,"all"
"5126","l'inscription",3,4153,2,"all"
"5127","instaurer",3,4153,3,"all"
"5128","co-gestion",3,4153,1,"all"
"5129","repositionnement",3,4153,2,"all"
"5130","discrimination",3,4153,3,"all"
"5131","progresse",3,4153,2,"all"
"5132","d'excellence",3,4153,2,"all"
"5133","entité",3,4153,3,"all"
"5134","imposant",3,4153,3,"all"
"5135","sélectivité",3,4153,1,"all"
"5136","sembler",3,4153,3,"all"
"5137","l'élève",3,4153,1,"all"
"5138","marche",3,4153,3,"all"
"5139","nourrit",3,4153,3,"all"
"5140","faure",3,4153,1,"all"
"5141","antérieures",3,4153,3,"all"
"5142","envergure",3,4153,3,"all"
"5143","négatif",3,4153,2,"all"
"5144","progressé",3,4153,3,"all"
"5145","dépendantes",3,4153,3,"all"
"5146","l'ingénierie",3,4153,2,"all"
"5147","filière",3,4153,2,"all"
"5148","judiciaires",3,4153,3,"all"
"5149","discrètes",3,4153,3,"all"
"5150","août",3,4153,3,"all"
"5151","nouvelle-zélande",3,4153,2,"all"
"5152","néo-managériale",3,4153,2,"all"
"5153","s'articulent",3,4153,3,"all"
"5154","dorénavant",3,4153,3,"all"
"5155","temporalités",3,4153,1,"all"
"5156","disparates",3,4153,3,"all"
"5157","plurielles",3,4153,3,"all"
"5158","final",3,4153,3,"all"
"5159","client-",3,4153,2,"all"
"5160","street-level",3,4153,1,"all"
"5161","bureaucrats",3,4153,1,"all"
"5162","contrasté",3,4153,3,"all"
"5163","différentielle",3,4153,3,"all"
"5164","los",3,4153,1,"all"
"5165","angeles",3,4153,1,"all"
"5166","community",3,4153,1,"all"
"5167","clientélaires",3,4153,1,"all"
"5168","supervision",3,4153,2,"all"
"5169","automatisé",3,4153,1,"all"
"5170","recourant",3,4153,3,"all"
"5171","rebours",3,4153,3,"all"
"5172","s'opposer",3,4153,3,"all"
"5173","aéroportuaires",3,4153,2,"all"
"5174","btp",3,4153,1,"all"
"5175","récurrente",3,4153,3,"all"
"5176","éventuellement",3,4153,3,"all"
"5177","tauromachie",3,4153,1,"all"
"5178","publicitude",3,4153,1,"all"
"5179","hautes",3,4153,2,"all"
"5180","pré-",3,4153,3,"all"
"5181","identifié",3,4153,3,"all"
"5182","cher",3,4153,2,"all"
"5183","tenues",3,4153,3,"all"
"5184","visions",3,4153,2,"all"
"5185","licence",3,4153,2,"all"
"5186","automatisée",3,4153,3,"all"
"5187","traitent",3,4153,3,"all"
"5188","grenelle",3,4153,3,"all"
"5189","influences",3,4153,3,"all"
"5190","soja",3,4153,1,"all"
"5191","véhicules",3,4153,2,"all"
"5192","par-",3,4153,3,"all"
"5193","fabrication",3,4153,3,"all"
"5194","plafonnés",3,4153,1,"all"
"5195","lité",3,4153,3,"all"
"5196","contraignant",3,4153,3,"all"
"5197","soignants",3,4153,1,"all"
"5198","orga-",3,4153,3,"all"
"5199","focalisée",3,4153,3,"all"
"5200","baumol",3,4153,1,"all"
"5201","décisionnaires",3,4153,3,"all"
"5202","ob-",3,4153,3,"all"
"5203","en-",3,4153,3,"all"
"5204","légi-",3,4153,3,"all"
"5205","chiffrés",3,4153,2,"all"
"5206","mation",3,4153,3,"all"
"5207","administra-",3,4153,3,"all"
"5208","not",3,4153,2,"all"
"5209","garanti",3,4153,2,"all"
"5210","for-",3,4153,3,"all"
"5211","réception",3,4153,2,"all"
"5212","combinent",3,4153,3,"all"
"5213","tiques",3,4153,3,"all"
"5214","hpst",3,4153,2,"all"
"5215","concepteur",3,4153,3,"all"
"5216","comptabilités",3,4153,2,"all"
"5217","linguistique",3,4153,1,"all"
"5218","dubaï",3,4153,1,"all"
"5219","innover",3,4153,2,"all"
"5220","tifs",3,4153,3,"all"
"5221","maturité",3,4153,1,"all"
"5222","contractant",3,4153,1,"all"
"5223","finance-",3,4153,2,"all"
"5224","gouvernementalité",3,4153,2,"all"
"5225","l'indice",3,4153,1,"all"
"5226","res-",3,4153,3,"all"
"5227","idéal-type",3,4153,1,"all"
"5228","personnelle",3,4153,2,"all"
"5229","mentation",3,4153,2,"all"
"5230","discipliner",3,4153,1,"all"
"5231","événement",3,4153,2,"all"
"5232","cognitives",3,4153,2,"all"
"5233","algorithmique",3,4153,1,"all"
"5234","crowdfunding",3,4153,1,"all"
"5235","network",3,4153,1,"all"
"5236","labs",3,4153,1,"all"
"5237","ronde",3,4153,1,"all"
"5238","brexit",3,4153,2,"all"
"5239","prc",3,4153,1,"all"
"5240","résilience",3,4153,2,"all"
"5241","porosité",3,4153,2,"all"
"5242","lean",3,4153,1,"all"
"5243","télémédecine",3,4153,1,"all"
"5244","instrumental",3,4153,2,"all"
"5245","segmentations",3,4153,1,"all"
"5246","that",3,4153,2,"all"
"5247","inversée",3,4153,1,"all"
"5248","hospital",3,4153,1,"all"
"5249","reversed",3,4153,1,"all"
"5250","adoption",3,4153,1,"all"
"5251","logic",3,4153,1,"all"
"5252","complexity",3,4153,1,"all"
"5253","polaire",3,4153,1,"all"
"5254","voucher",3,4153,1,"all"
"5255","pfm",3,4153,1,"all"
"5256","mcpg",3,4153,1,"all"
"5257","régaliens",3,4153,1,"all"
"5258","agences_régionales",3,4153,2,"all"
"5259","test",2,5259,2,"all"
"5260","occidental",2,5259,2,"all"
"5261","générée",2,5259,2,"all"
"5262","productifs",2,5259,2,"all"
"5263","ralentissement",2,5259,2,"all"
"5264","court",2,5259,2,"all"
"5265","salaires",2,5259,2,"all"
"5266","assument",2,5259,2,"all"
"5267","mexique",2,5259,1,"all"
"5268","pétrole",2,5259,2,"all"
"5269","qu'au-delà",2,5259,2,"all"
"5270","suivent",2,5259,2,"all"
"5271","seconds",2,5259,2,"all"
"5272","inévitablement",2,5259,2,"all"
"5273","déterminé",2,5259,2,"all"
"5274","savent",2,5259,2,"all"
"5275","quiconque",2,5259,2,"all"
"5276","poussé",2,5259,2,"all"
"5277","graduellement",2,5259,2,"all"
"5278","contraires",2,5259,2,"all"
"5279","d'approches",2,5259,2,"all"
"5280","9",2,5259,2,"all"
"5281","enrichir",2,5259,2,"all"
"5282","capitalistes",2,5259,2,"all"
"5283","rendement",2,5259,2,"all"
"5284","actionnaires",2,5259,2,"all"
"5285","déterministe",2,5259,2,"all"
"5286","affaiblit",2,5259,2,"all"
"5287","fournissent",2,5259,2,"all"
"5288","ep",2,5259,1,"all"
"5289","grandissante",2,5259,2,"all"
"5290","commencent",2,5259,2,"all"
"5291","affrontements",2,5259,2,"all"
"5292","échapper",2,5259,2,"all"
"5293","consommant",2,5259,2,"all"
"5294","régler",2,5259,2,"all"
"5295","achevée",2,5259,2,"all"
"5296","planifie",2,5259,2,"all"
"5297","enrichissement",2,5259,2,"all"
"5298","banlieue",2,5259,2,"all"
"5299","volontaires",2,5259,2,"all"
"5300","l'écoute",2,5259,2,"all"
"5301","déviations",2,5259,2,"all"
"5302","carcan",2,5259,2,"all"
"5303","d'animation",2,5259,2,"all"
"5304","démultiplication",2,5259,2,"all"
"5305","sélectionner",2,5259,2,"all"
"5306","facettes",2,5259,2,"all"
"5307","adaptable",2,5259,2,"all"
"5308","acquièrent",2,5259,2,"all"
"5309","imposent",2,5259,2,"all"
"5310","s'insèrent",2,5259,2,"all"
"5311","d'aides",2,5259,2,"all"
"5312","exercés",2,5259,2,"all"
"5313","engendrent",2,5259,2,"all"
"5314","militant",2,5259,2,"all"
"5315","assimilés",2,5259,2,"all"
"5316","d'exemples",2,5259,2,"all"
"5317","chic",2,5259,1,"all"
"5318","centrées",2,5259,2,"all"
"5319","retient",2,5259,2,"all"
"5320","messages",2,5259,2,"all"
"5321","infirmiers",2,5259,1,"all"
"5322","s.e.i.t.a",2,5259,1,"all"
"5323","ultérieure",2,5259,2,"all"
"5324","e",2,5259,2,"all"
"5325","amorcé",2,5259,2,"all"
"5326","-le",2,5259,2,"all"
"5327","satisfaites",2,5259,2,"all"
"5328","frappe",2,5259,2,"all"
"5329","s'aperçoit",2,5259,2,"all"
"5330","soulevées",2,5259,2,"all"
"5331","pme",2,5259,2,"all"
"5332","jours",2,5259,2,"all"
"5333","audience",2,5259,1,"all"
"5334","exemplaires",2,5259,2,"all"
"5335","relient",2,5259,2,"all"
"5336","mettaient",2,5259,2,"all"
"5337","automatisés",2,5259,1,"all"
"5338","grève",2,5259,2,"all"
"5339","d'automatisation",2,5259,2,"all"
"5340","fixée",2,5259,2,"all"
"5341","francs",2,5259,2,"all"
"5342","consacrés",2,5259,2,"all"
"5343","estiment",2,5259,2,"all"
"5344","l'inflation",2,5259,2,"all"
"5345","générer",2,5259,2,"all"
"5346","inflationnistes",2,5259,2,"all"
"5347","contenir",2,5259,2,"all"
"5348","incontestablement",2,5259,2,"all"
"5349","p",2,5259,1,"all"
"5350","36",2,5259,2,"all"
"5351","l'insistance",2,5259,2,"all"
"5352","contrôleurs",2,5259,2,"all"
"5353","rattachement",2,5259,2,"all"
"5354","imitation",2,5259,2,"all"
"5355","constituerait",2,5259,2,"all"
"5356","permettraient",2,5259,2,"all"
"5357","s'attendre",2,5259,2,"all"
"5358","subvention",2,5259,2,"all"
"5359","offertes",2,5259,2,"all"
"5360","contraignante",2,5259,2,"all"
"5361","assujettis",2,5259,2,"all"
"5362","valorisent",2,5259,2,"all"
"5363","contacts",2,5259,2,"all"
"5364","sous-ensembles",2,5259,2,"all"
"5365","influents",2,5259,2,"all"
"5366","gadget",2,5259,1,"all"
"5367","référendums",2,5259,1,"all"
"5368","représentativité",2,5259,2,"all"
"5369","maftrise",2,5259,2,"all"
"5370","mécanique",2,5259,2,"all"
"5371","entiers",2,5259,2,"all"
"5372","danger",2,5259,2,"all"
"5373","ambitieux",2,5259,2,"all"
"5374","n'avait",2,5259,2,"all"
"5375","énoncé",2,5259,2,"all"
"5376","décisifs",2,5259,2,"all"
"5377","explicatifs",2,5259,1,"all"
"5378","assistons",2,5259,2,"all"
"5379","délicats",2,5259,2,"all"
"5380","d'approche",2,5259,2,"all"
"5381","1975",2,5259,2,"all"
"5382","moyennes",2,5259,1,"all"
"5383","tendancielles",2,5259,2,"all"
"5384","mille",2,5259,2,"all"
"5385","passera",2,5259,2,"all"
"5386","vastes",2,5259,2,"all"
"5387","timides",2,5259,2,"all"
"5388","reprises",2,5259,2,"all"
"5389","l'extrême",2,5259,2,"all"
"5390","lourdeur",2,5259,2,"all"
"5391","l'adhésion",2,5259,2,"all"
"5392","manquent",2,5259,2,"all"
"5393","explorées",2,5259,2,"all"
"5394","amorcer",2,5259,2,"all"
"5395","bouleversements",2,5259,2,"all"
"5396","levée",2,5259,2,"all"
"5397","limitations",2,5259,2,"all"
"5398","d'aller",2,5259,2,"all"
"5399","indéniablement",2,5259,2,"all"
"5400","soulevés",2,5259,2,"all"
"5401","préoccupe",2,5259,2,"all"
"5402","restaurer",2,5259,2,"all"
"5403","contrôlé",2,5259,2,"all"
"5404","rationnement",2,5259,2,"all"
"5405","permanences",2,5259,2,"all"
"5406","négligé",2,5259,2,"all"
"5407","justifiés",2,5259,2,"all"
"5408","immense",2,5259,2,"all"
"5409","constitutionnelles",2,5259,2,"all"
"5410","ultime",2,5259,2,"all"
"5411","étudient",2,5259,2,"all"
"5412","examinées",2,5259,2,"all"
"5413","fréquent",2,5259,2,"all"
"5414","employées",2,5259,2,"all"
"5415","entraînent",2,5259,2,"all"
"5416","existerait",2,5259,2,"all"
"5417","qu'auparavant",2,5259,2,"all"
"5418","différent",2,5259,2,"all"
"5419","strictes",2,5259,2,"all"
"5420","dirige",2,5259,2,"all"
"5421","l'océan",2,5259,2,"all"
"5422","caractérisés",2,5259,2,"all"
"5423","ignorer",2,5259,2,"all"
"5424","auteur",2,5259,2,"all"
"5425","rendant",2,5259,2,"all"
"5426","diversifiée",2,5259,2,"all"
"5427","printemps",2,5259,2,"all"
"5428","nomination",2,5259,1,"all"
"5429","époques",2,5259,2,"all"
"5430","remarque",2,5259,2,"all"
"5431","l'espagne",2,5259,2,"all"
"5432","insistons",2,5259,2,"all"
"5433","cherchons",2,5259,2,"all"
"5434","espagnoles",2,5259,2,"all"
"5435","quinze",2,5259,2,"all"
"5436","essayons",2,5259,2,"all"
"5437","l'expliquer",2,5259,2,"all"
"5438","socialisation",2,5259,2,"all"
"5439","menacée",2,5259,2,"all"
"5440","explicables",2,5259,2,"all"
"5441","d'affaires",2,5259,2,"all"
"5442","relief",2,5259,2,"all"
"5443","d'affectation",2,5259,2,"all"
"5444","débute",2,5259,2,"all"
"5445","échappe",2,5259,2,"all"
"5446","opposant",2,5259,2,"all"
"5447","guerres",2,5259,2,"all"
"5448","éloignées",2,5259,2,"all"
"5449","conjuguer",2,5259,2,"all"
"5450","soumet",2,5259,2,"all"
"5451","spatiale",2,5259,1,"all"
"5452","l'arrangement",2,5259,2,"all"
"5453","diffèrent",2,5259,2,"all"
"5454","constatées",2,5259,2,"all"
"5455","localités",2,5259,2,"all"
"5456","1946",2,5259,2,"all"
"5457","décentralisés",2,5259,2,"all"
"5458","peuvent-ils",2,5259,2,"all"
"5459","constitutifs",2,5259,2,"all"
"5460","représentatives",2,5259,2,"all"
"5461","cinquième",2,5259,2,"all"
"5462","minimum",2,5259,2,"all"
"5463","d'insécurité",2,5259,2,"all"
"5464","22",2,5259,2,"all"
"5465","inférieures",2,5259,2,"all"
"5466","quasi-",2,5259,2,"all"
"5467","d'expliciter",2,5259,2,"all"
"5468","réussites",2,5259,2,"all"
"5469","indications",2,5259,2,"all"
"5470","d'explication",2,5259,2,"all"
"5471","clientèles",2,5259,2,"all"
"5472","investigations",2,5259,2,"all"
"5473","chevauchements",2,5259,1,"all"
"5474","inadaptations",2,5259,1,"all"
"5475","retrouvent",2,5259,2,"all"
"5476","statues",2,5259,1,"all"
"5477","cède",2,5259,2,"all"
"5478","d'évolutions",2,5259,2,"all"
"5479","payeurs",2,5259,1,"all"
"5480","négociateurs",2,5259,2,"all"
"5481","commerciales",2,5259,2,"all"
"5482","vérifications",2,5259,2,"all"
"5483","concurrentes",2,5259,2,"all"
"5484","sensibilité",2,5259,2,"all"
"5485","scénario",2,5259,2,"all"
"5486","évitant",2,5259,2,"all"
"5487","rigidification",2,5259,2,"all"
"5488","faces",2,5259,2,"all"
"5489","adhérents",2,5259,2,"all"
"5490","professeur",2,5259,2,"all"
"5491","d'utiliser",2,5259,2,"all"
"5492","étendu",2,5259,2,"all"
"5493","bataille",2,5259,2,"all"
